Hotel ID,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(05th Nov to 20th Nov),Season2(01st Oct to 10th Dec),Season3(11th Dec  to 20th Dec),Season4 (21th Dec to 23rd Dec),Season 5(24th Dec ),Season 6(25th Dec to 30th Dec ),Season 7 (31st Dec ),Season 8(01st Jan to 10th Jan),Season 9(11th Jan to 31st Mar),Website
HOTEL4905,Melody park resorts,"2-5, East Car Street Kanyakumari, Tamil Nadu 629702 India, Phone:04652 246 667",10,2*,Standard Ac Room\Deluxe Sea Facing Room\Superior Sea View Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,550\550\550\550\550\550\550\550\550,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,1600\1800\2200\0\0\0\0\0\0,www.melodypark.in
HOTEL4906,RR INN hotel,"Old Madurai Road, Tirunelveli Junction, Tirunelveli, Tamil Nadu 627001, Phone:0462 231 1111",34,3*,Superior Ac Room\Executive Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,2950\3400\0\0\0\0\0\0\0,rrinn.in
HOTEL4907,PLR Kandy Hotel,"Chittoor, Andhra Pradesh 517505, Phone:0877 227 6686",80,2*,Standard Ac Room\Club Ac Room\Family Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,700\700\700\700\700\700\700\700\700,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,2000\2600\3200\0\0\0\0\0\0,www.hotelplrgrand.com
HOTEL4908,Raj park Hotel,"18-1-5/4, National Highway 205, T.T.D By Pass Road, Near Nandhi Circle, Ramchandra Nagar, Tirupati, Andhra Pradesh 517501, Phone:0877 222 3666",80,2*,Superior Ac Room\Executive Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,2000\2800\0\0\0\0\0\0\0,www.rajpark.com
HOTEL4909,Fortune kences Hotel,"Tirupati Road, Opposite Apsrtc Bus Terminal, Tirupati, Andhra Pradesh 517501, Phone:0877 225 5855",80,3*,Standard Ac Room\Fortune Club Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,2800\3500\0\0\0\0\0\0\0,www.fortunehotels.in › Tirupati
HOTEL4910,Marasa Sarovar Premiere," Upadyaya Nagar,Karakambadi Road, Tirupati, Andhra Pradesh 517507, Phone:076600 06563",80,3*,Deluxe Ac Room\Premium Ac Room\Suite Room,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,3000\4000\6000\0\0\0\0\0\0,ww.sarovarhotels.com/tirupati-hotels/marasa-sarovar-premiere
HOTEL4911,Fortune grand ridge hotel,"Shilparamam, Tiruchanoor Road, Tirupati, Andhra Pradesh 517501, Phone:0877 222 1818",80,4*,Standard Ac Room\Fortune Club Ac Room,550\550\550\550\550\550\550\550\550,550\550\550\550\550\550\550\550\550,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,3500\4500\0\0\0\0\0\0\0,www.grandridgehotel.com
HOTEL4912,Aditya Homtel," Adjacent to Satyam Theatre, Balkampet Road, Ameerpet, Hyderabad, Telangana 500038, Phone:040 6630 8888",41,3*,Superior Ac Room\Suite Ac Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,2900\4000\0\0\0\0\0\0\0,www.sarovarhotels.com/hyderabad-hotels/aditya-hometel
HOTEL4913,Aditya Park,"Satyam Theatre Rd, Ameerpet, Hyderabad, Telangana 500038, Phone:040 6678 8888",41,3*,Superior Ac Room\Executive Club Ac Room,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,750\750\750\750\750\750\750\750\750,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,3750\4650\0\0\0\0\0\0\0,www.adityaparkhyderabad.com
HOTEL4914,Royalton Hotel,"5-9-208 Chirag Ali Lane Abids, Hyderabad, Telangana 500001, Phone:040 6712 200",41,3*,Standard Ac Room\Privielge Ac Room\Junior Suite Ac Room,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,900\900\900\900\900\900\900\900\900,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,3300\4300\6300\0\0\0\0\0\0,www.royaltonhotel.in
HOTEL4915,Aditya Sarovar premiere,"Gachibowli, Miyapur Road, Hyderabad, Telangana 500032, Phone:040 6769 6769",41,4*,Superior Ac Room\Premium Ac Room,800\800\800\800\800\800\800\800\800,800\800\800\800\800\800\800\800\800,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,5950\7550\0\0\0\0\0\0\0,www.sarovarhotels.com/hyderabad-hotels
HOTEL4916,katriya Hotel,"No. 8, Raj Bhavan Road, Somajiguda, Hyderabad, Telangana 500082, Phone:040 2332 5678",41,3*,Deluxe Ac Room\Katriya Club Ac Room\Katriya Tower Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,650\650\650\650\650\650\650\650\650,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,4000\4750\5500\0\0\0\0\0\0,www.katriyahotel.com
HOTEL4917,Magajiorchid,"No 3, Nagappa Street, Near Swastik Circle,Seshadripuram, College Road,Opposite to Karnataka Bank, Bengaluru, Karnataka 560020, Phone:099000 30400",62,2*,Standard Ac Room\Comfort Ac Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,1900\2500\0\0\0\0\0\0\0,www.magajiorchid.com
HOTEL4918,Pai vaibhav hotel,"#19/A, H. Siddhaiah Road, Bangalore, Karnataka 560002, Phone:099809 0906",62,2*,Deluxe Ac Room\Suite Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1700\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,1800\3000\0\0\0\0\0\0\0,www.paihotels.com/hotel-blr-vaibhav
HOTEL4919,Pai viceroy Jaya nagar,"Jayanagar 3rd Block, Jaya Nagar East, Jayanagar, Bengaluru, Karnataka 560011",62,3*,Superior Ac Room\Executive Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,800\800\800\800\800\800\800\800\800,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,3000\3600\0\0\0\0\0\0\0,www.paiviceroyjayanagar.chobs.in
HOTEL4920,Pai comforts JP Nagar,"#1319, 100 Feet Road J.P. Nagar 2nd Phase, Bengaluru, Karnataka 560078, Phone:080 2649 4300",62,3*,Superior Ac Room\Deluxe Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,600\600\600\600\600\600\600\600\600,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2500\2800\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,2500\2900\0\0\0\0\0\0\0,www.paihotels.com
HOTEL4921,Dew Drops Hotel," #9/1, Platform Road, Near Mantri Square Mall, Seshadripuram, Bengaluru, Karnataka 560020, Phone:080 4060 9111",62,3*,Deluxe Ac Room\Executive Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2700\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,2900\3500\0\0\0\0\0\0\0,www.hoteldewdrops.com
HOTEL4922,The president Hotel,"79/8, Diagonal Road, 3rd Block, Jayanagar, Pattalamma Temple Road, Bengaluru, Karnataka 560011, Phone:080 4180 8777",62,4*,Comfort Ac Room\Luxury Ac Room\Studio Ac Room ,450\450\450\450\450\450\450\450\450,450\450\450\450\450\450\450\450\450,700\700\700\700\700\700\700\700\700,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4000\5000\6300\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,4200\5500\6800\0\0\0\0\0\0,www.paihotels.com/hotel-blr-president
HOTEL4923,Fortune select JP cosmos,"No. 49, Cunningham Crescent Road, Behind Sigma Mall, Bengaluru, Karnataka 560052, Phone:080 3988 4422",62,4*,Standard Ac Room\Fortune Club Ac Room,750\750\750\750\750\750\750\750\750,750\750\750\750\750\750\750\750\750,1200\1200\1200\1200\1200\1200\1200\1200\1200,550\550\550\550\550\550\550\550\550,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4500\6000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,www.fortunehotels.in › Bengaluru › Fortune Select JP Cosmos
HOTEL4934,Fortune Select Trinity,"134-136, ITPL Main Rd, EPIP Zone, Whitefield, Bengaluru, Karnataka 560066, Phone:080 3988 4444",62,4*,Standard Ac Room\Fortune Club Ac Room,800\800\800\800\800\800\800\800\800,800\800\800\800\800\800\800\800\800,1200\1200\1200\1200\1200\1200\1200\1200\1200,550\550\550\550\550\550\550\550\550,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4500\6000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,6000\7000\0\0\0\0\0\0\0,www.fortunehotels.in › Bengaluru › Fortune Select Trinity
HOTEL4925,Moti Mahal Hotel,"Falnir Road, Mangaluru, Karnataka 575001, Phone:0824 244 1411",71,3*,Standard Ac Room\Executive Ac Room\Suite Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,900\900\900\900\900\900\900\900\900,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,3700\5250\6300\0\0\0\0\0\0,www.motimahalmangalore.com
HOTEL4926,The Saffron Hotel,"GHS Road, Hampankatta, Mangaluru, Karnataka 575001, Phone:0824 425 5542",71,3*,Executive Ac Room\Suite Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,3200\5000\0\0\0\0\0\0\0,www.thesaffron.in
HOTEL4927,Goldfinch Hotel,"Near Jyoti Circle, Bunts Hostel Rd, Balmatta, Mangaluru, Karnataka 575003, Phone:0824 424 567",71,4*,Superior Ac Room\Executive Ac Room\Executive Suite Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4200\5200\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,4200\5100\7300\0\0\0\0\0\0,www.goldfinchhotels.com
HOTEL4928,Madikeri Heritage,"Daswal Cross Road, Near Pvt. Bus Stand,, Madikeri, Karnataka 571201, ",65,2*,Comfort Non Ac Room\Deluxe Non Ac Room\Superior Ac Room ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\2200\3600\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,2100\2400\3800\0\0\0\0\0\0,www.madikeriheritage.com
HOTEL4929,Caveri Residency," Block No 16, G.T. Road, Behind Lion's Club, Madikeri, Karnataka 571201, Phone:082722 2007",65,2*,Deluxe Non Ac Room\Deluxe Non Ac Valley Facing Room  ,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,500\500\500\500\500\500\500\500\500,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2000\2400\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,2100\2500\0\0\0\0\0\0\0,caveriresidency.net
HOTEL4930,Coorg County,"7th Hoskote, Suntikoppa P.O. Kodagu Dist., Suntikoppa, Karnataka 571237, Phone:082762 79709",65,3*,Deluxe Non Ac Room\Standard Villa Ac Room\Palace Villa Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3200\4000\5000\0\0\0\0\0\0,3200\4000\5000\0\0\0\0\0\0,4200\5000\6000\0\0\0\0\0\0,4200\5000\6000\0\0\0\0\0\0,4200\5000\6000\0\0\0\0\0\0,4200\5000\6000\0\0\0\0\0\0,4200\5000\6000\0\0\0\0\0\0,4200\5000\6000\0\0\0\0\0\0,3200\4000\5000\0\0\0\0\0\0,www.coorgcountyresorts.com
HOTEL4931,Coorg International,"Convent Road, Madikere, Madikeri, Karnataka 571201, ",65,4*,Standard Non Ac Room\Standard Ac Room\Deluxe Ac Room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,4500\5000\5500\0\0\0\0\0\0,4500\5000\5500\0\0\0\0\0\0,5500\6000\6500\0\0\0\0\0\0,5500\6000\6500\0\0\0\0\0\0,5500\6000\6500\0\0\0\0\0\0,5500\6000\6500\0\0\0\0\0\0,5500\6000\6500\0\0\0\0\0\0,5500\6000\6500\0\0\0\0\0\0,4500\5000\5500\0\0\0\0\0\0,www.coorginternational.com
HOTEL4932,Misty Woods Resort," Yavakapadi Village, Kakkabe P O, Coorg, Karnataka 571212, Phone:082722 38561",65,4*,Fafiry Tale C otage Non Ac Room\Vernacular Styled Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1500\1500\1500\1500\1500\1500\1500\1500\1500,600\600\600\600\600\600\600\600\600,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,6000\8000\0\0\0\0\0\0\0,4500\5000\5500\0\0\0\0\0\0,www.coorgmisty.com
HOTEL4933,Porcupine castle,"Hanchikad, Pollibetta, Porcupine Castle Resort Road, Coorg, Karnataka 571215, Phone:080 4166 0805",65,3*,Moutain View Chalet Non Ac Room\Valley View Chalet Non Ac room,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,5500\6500\0\0\0\0\0\0\0,www.porcupinecastle.com
HOTEL4934,The hans,"PB Rd, Vidya Nagar, Hubli, Karnataka 580031, Phone:0836 237 4770",68,3*,Deluxe Ac Room\Executive Suite Ac Room\Presidendal Suite Ac Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,2900\3500\4600\0\0\0\0\0\0,www.thehanshotel.com
